Name,Adress,Adress2,Zip,Grade,Score,Latitude,Longitude,Coordinates
Passage To India,"1991 W El Camino Real ,Mountain View, Ca 94040","1991 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,70,37.394351,-122.099727,"(37.394351,-122.099727)"
Vive Sol Restaurant,"2020 W El Camino Real,Mountain View, Ca 94040","2020 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,85,37.395251,-122.099605,"(37.395251,-122.099605)"
Rancho 76-Food,"601 Fremont Av,Los Altos, Ca 94024","601 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,100,37.36229,-122.099439,"(37.36229,-122.099439)"
Rancho Pizza,"630 Fremont Av A,Los Altos, Ca 94024","630 FREMONT AV A,LOS ALTOS, CA 94024",94024,Pass,95,37.361905,-122.099412,"(37.361905,-122.099412)"
Google Cafe Beta,"2350 Bayshore Py,Mountain View, Ca 94043","2350 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",94043,Pass,87,37.42767,-122.09937,"(37.42767,-122.09937)"
Google Production And Assembly Kitchen (Commissary),"2644 Bayshore Py,Mountain View, Ca 94043","2644 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.427718,-122.099307,"(37.427718,-122.099307)"
Google - Mk Break Rm #112 - 1St Floor,"2400 Bayshore Py,Mountain View, Ca 94043","2400 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.427541,-122.09922,"(37.427541,-122.09922)"
Verb Surgical - Rosso - 2Nd Fl,"2450 Bayshore Py,Mountain View, Ca 94043","2450 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.427523,-122.099216,"(37.427523,-122.099216)"
Cache - Main Cafe,"2598 Bayshore Py,Mountain View, Ca 94043","2598 BAYSHORE PY,MOUNTAIN VIEW, CA 94043",94043,Pass,92,37.427488,-122.0992,"(37.427488,-122.0992)"
1St Flr  Micro @ 2690 Casey Ave,"2690 Casey Av ,Mountain View, Ca 94043","2690 CASEY AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,97,37.432597,-122.099182,"(37.432597,-122.099182)"
Togo'S Eatery,"1955 W El Camino Real ,Mountain View, Ca 94040","1955 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,91,37.39393,-122.09878,"(37.39393,-122.09878)"
"2637 Marine Way, 1St Floor Micro Kitchen","2637 Marine Wy,Mountain View, Ca 94043","2637 MARINE WY,MOUNTAIN VIEW, CA 94043",94043,Pass,94,37.428626,-122.098529,"(37.428626,-122.098529)"
Los Altos United Methodist Church,"655 Magdalena Av,Los Altos, Ca 94024","655 MAGDALENA AV,LOS ALTOS, CA 94024",94024,Pass,95,37.360466,-122.098464,"(37.360466,-122.098464)"
Monte Loma School,"460 Thompson Av,Mountain View, Ca 94040","460 THOMPSON AV,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.408872,-122.098443,"(37.408872,-122.098443)"
Intuit,"2600 Marine Wy,Mountain View, Ca 95134","2600 MARINE WY,MOUNTAIN VIEW, CA 95134",95134,Pass,72,37.429536,-122.098393,"(37.429536,-122.098393)"
Eat Club (Pa),"908 Industrial Av,Palo Alto, Ca 94303","908 INDUSTRIAL AV,PALO ALTO, CA 94303",94303,Pass,90,37.422406,-122.098375,"(37.422406,-122.098375)"
Cooking Papa 1,"1962 W El Camino Real ,Mountain View, Ca 94040","1962 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,41,37.394525,-122.098206,"(37.394525,-122.098206)"
Gochi Japanese Fusion Tapas,"1943 W El Camino Real,Mountain View, Ca 94040","1943 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,73,37.393333,-122.098165,"(37.393333,-122.098165)"
Bajis Cafe,"2423 Old Middlefield Wy ,Mountain View, Ca 94040","2423 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94040",94040,Pass,82,37.414279,-122.098142,"(37.414279,-122.098142)"
Caffino,"1947 W El Camino Real,Mountain View, Ca 94040","1947 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.39366,-122.098133,"(37.39366,-122.098133)"
Tony'S Commercial Kitchen,"2444 Old Middlefield Wy Unit M,Mountain View, Ca 94040","2444 OLD MIDDLEFIELD WY UNIT M,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.415436,-122.098077,"(37.415436,-122.098077)"
Hobee'S Mountain View,"2312 Central Ex ,Mountain View, Ca 94043","2312 CENTRAL EX ,MOUNTAIN VIEW, CA 94043",94043,Pass,75,37.403887,-122.097968,"(37.403887,-122.097968)"
Starbuck'S Coffee #5280,"654 Fremont Av,Los Altos, Ca 94022","654 FREMONT AV,LOS ALTOS, CA 94022",94022,Pass,95,37.361547,-122.097952,"(37.361547,-122.097952)"
Wildberry Yogurt,"656 Fremont Av A,Los Altos, Ca 94024","656 FREMONT AV A,LOS ALTOS, CA 94024",94024,Pass,97,37.361506,-122.097904,"(37.361506,-122.097904)"
Iskcon Of Silicon Valley,"1965 Latham St,Mountain View, Ca 94040","1965 LATHAM ST,MOUNTAIN VIEW, CA 94040",94040,Pass,79,37.395143,-122.09785,"(37.395143,-122.09785)"
La Plaza Market - Taqueria,"40 S Rengstorff Av ,Mountain View, Ca 94040","40 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,76,37.402922,-122.09784,"(37.402922,-122.09784)"
Main Street Bagels,"666 Fremont Av,Los Altos, Ca 94024","666 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,98,37.361721,-122.097812,"(37.361721,-122.097812)"
Bell Tower Cafe,"680 Fremont Av,Los Altos, Ca 94024","680 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,84,37.361328,-122.097654,"(37.361328,-122.097654)"
Diddams Amazing Party & Toy Store 6,"1952 W El Camino Real ,Mountain View, Ca 94040","1952 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.394389,-122.097551,"(37.394389,-122.097551)"
Michaels Store #7784,"2415 Charleston Rd ,Mountain View, Ca 94043","2415 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,98,37.420938,-122.097506,"(37.420938,-122.097506)"
Rincon Sabroso Restaurant,"122 Rengstorff Av,Mountain View, Ca 94043","122 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",94043,Pass,82,37.404477,-122.097486,"(37.404477,-122.097486)"
Safeway Community Market #2454 - Grocery,"690 Fremont Av ,Los Altos, Ca 94022","690 FREMONT AV ,LOS ALTOS, CA 94022",94022,Pass,92,37.361168,-122.097451,"(37.361168,-122.097451)"
Green Bakery & Cafe,"692 Fremont Av ,Los Altos, Ca 94024","692 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,74,37.361127,-122.097396,"(37.361127,-122.097396)"
Bed Bath & Beyond,"2470 Charleston Rd,Mountain View, Ca 94043","2470 Charleston Rd,Mountain View, CA 94043",94043,Pass,98,37.421916,-122.097302,"(37.421916,-122.097302)"
L & L Hawaiian Bbq,"2430 E Charleston Rd,Mountain View, Ca 94043","2430 E CHARLESTON RD,MOUNTAIN VIEW, CA 94043",94043,Pass,66,37.422944,-122.097036,"(37.422944,-122.097036)"
Mountain View Community Center,"201 S Rengstorff Av ,Mountain View, Ca 94043","201 S RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,100,37.40198,-122.096848,"(37.40198,-122.096848)"
Office Depot #869,"910 El Monte Av ,Mountain View, Ca 94040","910 EL MONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.392145,-122.096746,"(37.392145,-122.096746)"
Samovar,"1077 Independence Av A,Mountain View, Ca 94043","1077 INDEPENDENCE AV A,MOUNTAIN VIEW, CA 94043",94043,Pass,78,37.419751,-122.096679,"(37.419751,-122.096679)"
Walgreens #13948,"1905 W El Camino Real ,Mountain View, Ca 94040","1905 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.392573,-122.096622,"(37.392573,-122.096622)"
Caspian Cuisine,"1910 W El Camino Real Ste D,Mountain View, Ca 94040","1910 W EL CAMINO REAL STE D,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.393994,-122.096564,"(37.393994,-122.096564)"
Mcdonald'S Restaurant #1528,"952 El Monte Av ,Mountain View, Ca 94040","952 EL MONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,98,37.39141,-122.09642,"(37.39141,-122.09642)"
Culinart #215 @ Intuit Bldg 6- Servery,"2750 Coast Av ,Mountain View, Ca 94043","2750 COAST AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,74,37.429796,-122.096372,"(37.429796,-122.096372)"
Las Muchachas Restaurant,"2483 Old Middlefield Wy ,Mountain View, Ca 94043","2483 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94043",94043,Pass,68,37.414177,-122.096318,"(37.414177,-122.096318)"
Panaderia La Imperial,"1919 Latham St ,Mountain View, Ca 94040","1919 LATHAM ST ,MOUNTAIN VIEW, CA 94040",94040,Pass,82,37.394329,-122.096273,"(37.394329,-122.096273)"
El Monte Liquor,"992-994 El Monte Av ,Mountain View, Ca 94040","992-994 EL MONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.390995,-122.09627,"(37.390995,-122.09627)"
Marchant Bakery & Kitchen,"2330 Old Middlefield Wy 11,Mountain View, Ca 94041","2330 OLD MIDDLEFIELD WY 11,MOUNTAIN VIEW, CA 94041",94041,Pass,94,37.415432,-122.096249,"(37.415432,-122.096249)"
Pho Tran Vu,"1020 N Rengstorff Av Ste C,Mountain View, Ca 94043","1020 N RENGSTORFF AV STE C,MOUNTAIN VIEW, CA 94043",94043,Pass,50,37.419944,-122.096078,"(37.419944,-122.096078)"
Culinart #220 @ Intuit,"2535 Garcia Av,Mountain View, Ca 94043","2535 GARCIA AV,MOUNTAIN VIEW, CA 94043",94043,Pass,88,37.426716,-122.096011,"(37.426716,-122.096011)"
Costco Wholesale #143 - Deli,"1000 N Rengstorff Av ,Mountain View, Ca 94043","1000 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,82,37.420874,-122.095705,"(37.420874,-122.095705)"
Chipotle Mexican Grill 1611,"1039-A El Monte Av,Mountain View, Ca 94040","1039-A EL MONTE AV,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.390718,-122.095603,"(37.390718,-122.095603)"
Party Surprise,"613 Escuela Av ,Mountain View, Ca 94040","613 ESCUELA AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.39396,-122.095538,"(37.39396,-122.095538)"
Total Wine & More,"1010 Rengstorff Av,Mountain View, Ca 94043","1010 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",94043,Pass,85,37.419936,-122.095432,"(37.419936,-122.095432)"
Bagel Street Cafe,"1049 El Monte Av E,Mountain View, Ca 94040","1049 EL MONTE AV E,MOUNTAIN VIEW, CA 94040",94040,Pass,85,37.389836,-122.095426,"(37.389836,-122.095426)"
Hanabi Japanese Restaurant,"1040 Rengstorff Av A-1,Mountain View, Ca 94043","1040 RENGSTORFF AV A-1,MOUNTAIN VIEW, CA 94043",94043,Pass,79,37.419252,-122.095194,"(37.419252,-122.095194)"
Panera Bread,"1035-A El Monte Av,Mountain View, Ca 94040","1035-A EL MONTE AV,MOUNTAIN VIEW, CA 94040",94040,Pass,93,37.391159,-122.095113,"(37.391159,-122.095113)"
Cvs\Pharmacy #9346,"1041 El Monte Av ,Mountain View, Ca 94040","1041 EL MONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,95,37.389876,-122.094904,"(37.389876,-122.094904)"
Starbucks Coffee #618,"1037 El Monte Av C,Mountain View, Ca 94040","1037 EL MONTE AV C,MOUNTAIN VIEW, CA 94040",94040,Pass,79,37.390962,-122.094803,"(37.390962,-122.094803)"
Residence Inn By Marriott,"1854 W El Camino Real ,Mountain View, Ca 94040","1854 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.392251,-122.094786,"(37.392251,-122.094786)"
Mt View Senior Center,"266 Escuela Av ,Mountain View, Ca 94040","266 ESCUELA AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.400265,-122.094678,"(37.400265,-122.094678)"
1St Flr Mk  2375 Garcia,"2375 Garcia Av ,Mountain View, Ca 94043","2375 GARCIA AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.424841,-122.094324,"(37.424841,-122.094324)"
La Bamba Restaurant,"580 N Rengstorff Av ,Mountain View, Ca 94040","580 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,61,37.411477,-122.094315,"(37.411477,-122.094315)"
Krispy Kreme,"2146 Leghorn ,Mountain View, Ca 94043","2146 LEGHORN ,MOUNTAIN VIEW, CA 94043",94043,Pass,94,37.419191,-122.094256,"(37.419191,-122.094256)"
Guru Katsu,"1711 W El Camino Real Unit B,Mountain View, Ca 94040","1711 W EL CAMINO REAL UNIT B,MOUNTAIN VIEW, CA 94040",94040,Pass,92,37.390697,-122.094237,"(37.390697,-122.094237)"
Evolution @ 1500 Salado,"1500 Salado Dr,Mountain View, Ca 94043","1500 SALADO DR,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.424216,-122.094215,"(37.424216,-122.094215)"
Mc Donald'S-1060,"1060 Rengstorff Av,Mountain View, Ca 94043","1060 RENGSTORFF AV,MOUNTAIN VIEW, CA 94043",94043,Pass,92,37.41991,-122.093899,"(37.41991,-122.093899)"
Castro Elementary School,"505 Escuela Av ,Mountain View, Ca 94041","505 ESCUELA AV ,MOUNTAIN VIEW, CA 94041",94041,Pass,97,37.395102,-122.093803,"(37.395102,-122.093803)"
Liquor & Tobacco,"1040 N Rengstorff Av A-2,Mountain View, Ca 94043","1040 N RENGSTORFF AV A-2,MOUNTAIN VIEW, CA 94043",94043,Pass,93,37.419217,-122.093754,"(37.419217,-122.093754)"
O'Malley'S Sports Pub,"2135 Old Middlefield Wy ,Mountain View, Ca 94043","2135 OLD MIDDLEFIELD WY ,MOUNTAIN VIEW, CA 94043",94043,Pass,59,37.414018,-122.093667,"(37.414018,-122.093667)"
In N Out Burgers,"1159 N Rengstorff Av ,Mountain View, Ca 94043","1159 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,93,37.420927,-122.093299,"(37.420927,-122.093299)"
Mountain View Valero,"584 N Rengstorff Av ,Mountain View, Ca 94043","584 N RENGSTORFF AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.411302,-122.093278,"(37.411302,-122.093278)"
Redwood Villa,"1981 Montecito Av ,Mountain View, Ca 94043","1981 MONTECITO AV ,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.405243,-122.093224,"(37.405243,-122.093224)"
Loyola Elementary School,"770 Berry Av,Los Altos, Ca 94024","770 BERRY AV,LOS ALTOS, CA 94024",94024,Pass,98,37.361028,-122.093207,"(37.361028,-122.093207)"
Dosa Paratha - Indian Cuisine,"2105 Old Middlefield Wy C,Mountain View, Ca 94043","2105 OLD MIDDLEFIELD WY C,MOUNTAIN VIEW, CA 94043",94043,Pass,55,37.414083,-122.093159,"(37.414083,-122.093159)"
2Nd Floor Mk @ Gwc2,"1501 Salado Dr ,Mountain View, Ca 94043","1501 SALADO DR ,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.423721,-122.092391,"(37.423721,-122.092391)"
Tacomania,"2070 Old Middlefield Rd,Mountain View, Ca 94043","2070 OLD MIDDLEFIELD RD,MOUNTAIN VIEW, CA 94043",94043,Pass,82,37.414653,-122.092356,"(37.414653,-122.092356)"
Holiday Inn Express,"1561 W El Camino Real,Mountain View, Ca 94040","1561 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,93,37.389346,-122.091857,"(37.389346,-122.091857)"
Los Altos Golf & Country Club- Pool Area Snack,"1560 Country Club Dr ,Los Altos, Ca 94022","1560 COUNTRY CLUB DR ,LOS ALTOS, CA 94022",94022,Pass,89,37.350991,-122.09172,"(37.350991,-122.09172)"
Day Worker Center Of Mountain View,"113 Escuela Av,Mountain View, Ca 94040","113 ESCUELA AV,MOUNTAIN VIEW, CA 94040",94040,Pass,80,37.400254,-122.09162,"(37.400254,-122.09162)"
"2171 Landings Drive, 2Nd Floor Micro Kitchen","2171 Landings Dr,Mountain View, Ca 94043","2171 LANDINGS DR,MOUNTAIN VIEW, CA 94043",94043,Pass,93,37.420939,-122.091338,"(37.420939,-122.091338)"
Lhcf - Los Altos Sub-Acute And Rehabilitaion Center,"809 Fremont Av ,Los Altos, Ca 94024","809 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,87,37.356455,-122.091224,"(37.356455,-122.091224)"
Tommy Thai,"1482 W El Camino Real,Mountain View, Ca 94040","1482 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,73,37.389551,-122.090932,"(37.389551,-122.090932)"
Le Petit Bistro,"1405 W El Camino Real ,Mountain View, Ca 94040","1405 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.388875,-122.090716,"(37.388875,-122.090716)"
1St Flr Mk 1945 Charleston,"1945 Charleston Rd ,Mountain View, Ca 94043","1945 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.422547,-122.090484,"(37.422547,-122.090484)"
Kolbeh Restaurant,"1414 W El Camino Real ,Mountain View, Ca 94040","1414 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,93,37.389198,-122.090332,"(37.389198,-122.090332)"
Google-2Nd Floor Mirco Kitchen,"1965 Charleston Rd ,Mountain View, Ca 94043","1965 CHARLESTON RD ,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.421799,-122.090237,"(37.421799,-122.090237)"
Ada'S Cafe,"1954 Old Middlefield Wy Ste D,Mountain View, Ca 94043","1954 OLD MIDDLEFIELD WY STE D,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.414826,-122.090051,"(37.414826,-122.090051)"
7-Eleven Food Store #2214-14321B,"1951 Old Middlefield Wy,Mountain View, Ca 94043","1951 OLD MIDDLEFIELD WY,MOUNTAIN VIEW, CA 94043",94043,Pass,82,37.414083,-122.089549,"(37.414083,-122.089549)"
California Street Market,"1595 California St ,Mountain View, Ca 94041","1595 CALIFORNIA ST ,MOUNTAIN VIEW, CA 94041",94041,Pass,100,37.394559,-122.089485,"(37.394559,-122.089485)"
Erik'S Deli Cafe,"2424 Charleston Rd,Mountain View, Ca 94043","2424 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",94043,Pass,70,37.423064,-122.089384,"(37.423064,-122.089384)"
Garden Fresh,"1245 W El Camino Real ,Mountain View, Ca 94040","1245 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.387808,-122.089081,"(37.387808,-122.089081)"
Springer School,"1120 Rose Av ,Mountain View, Ca 94040","1120 ROSE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.371072,-122.089027,"(37.371072,-122.089027)"
Baskin Robbins Ice Cream,"1249 W El Camino Real,Mountain View, Ca 94040","1249 W EL CAMINO REAL,MOUNTAIN VIEW, CA 94040",94040,Pass,93,37.387985,-122.088957,"(37.387985,-122.088957)"
Nmso Inc,"929 Fremont Av ,Los Altos, Ca 94024","929 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,97,37.354078,-122.088716,"(37.354078,-122.088716)"
Google-1875 Charleston-Micro Kitchen - 1St Fl,"1875 Charleston ,Mountain View, Ca 94043","1875 CHARLESTON ,MOUNTAIN VIEW, CA 94043",94043,Pass,98,37.420881,-122.088509,"(37.420881,-122.088509)"
Google Landmark - Central Micro Kitchen,"1925 Landings Dr,Mountain View, Ca 94043","1925 LANDINGS DR,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.419497,-122.088279,"(37.419497,-122.088279)"
Google Security Micro Kitchen,"2001 Landings Dr,Mountain View, Ca 94043","2001 LANDINGS DR,MOUNTAIN VIEW, CA 94043",94043,Pass,96,37.418797,-122.088138,"(37.418797,-122.088138)"
Big Table @ 1900 Charleston,"1900 Charleston Rd,Mountain View, Ca 94043","1900 CHARLESTON RD,MOUNTAIN VIEW, CA 94043",94043,Pass,80,37.42258,-122.088032,"(37.42258,-122.088032)"
Mountain Mike Pizza,"1724 Miramonte Av,Mountain View, Ca 94040","1724 MIRAMONTE AV,MOUNTAIN VIEW, CA 94040",94040,Pass,75,37.372296,-122.088009,"(37.372296,-122.088009)"
Lhcf - The Forum At Rancho San Anto,"23600 Via Esplendor,Cupertino, Ca 95014","23600 VIA ESPLENDOR,CUPERTINO, CA 95014",95014,Pass,92,37.338284,-122.087777,"(37.338284,-122.087777)"
Google - Cs Academy,"1881 Landings Dr,Mountain View, Ca 94043","1881 LANDINGS DR,MOUNTAIN VIEW, CA 94043",94043,Pass,95,37.420067,-122.087717,"(37.420067,-122.087717)"
St. Joseph School,"1120 Miramonte Av,Mountain View, Ca 94040","1120 MIRAMONTE AV,MOUNTAIN VIEW, CA 94040",94040,Pass,100,37.384634,-122.087669,"(37.384634,-122.087669)"
Passage To India,"1100 W El Camino Real ,Mountain View, Ca 94040","1100 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,66,37.38765,-122.087649,"(37.38765,-122.087649)"
Subway Sandwiches #31209,"809 Cuesta Dr C,Mountain View, Ca 94040","809 CUESTA DR C,MOUNTAIN VIEW, CA 94040",94040,Pass,93,37.373156,-122.087405,"(37.373156,-122.087405)"
Cafe Vitale,"987 Fremont Av ,Los Altos, Ca 94024","987 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,93,37.353222,-122.087394,"(37.353222,-122.087394)"
Tom'S Depot Inc,"991 Fremont Av ,Los Altos, Ca 94024","991 FREMONT AV ,LOS ALTOS, CA 94024",94024,Pass,88,37.353109,-122.087199,"(37.353109,-122.087199)"
Badry'S Cafe & Catering,"982 Dolores St ,Los Altos, Ca 94022","982 DOLORES ST ,LOS ALTOS, CA 94022",94022,Pass,93,37.354117,-122.087147,"(37.354117,-122.087147)"
Laptop Cafe,"999 Fremont Av,Los Altos, Ca 94024","999 FREMONT AV,LOS ALTOS, CA 94024",94024,Pass,93,37.352877,-122.087115,"(37.352877,-122.087115)"
Jp Liquors-Deli,"996 Loraine Av ,Los Altos, Ca 94022","996 LORAINE AV ,LOS ALTOS, CA 94022",94022,Pass,92,37.354687,-122.087095,"(37.354687,-122.087095)"
St Francis High School Lancer Cafe,"1885 Miramonte Av ,Mountain View, Ca 94040","1885 MIRAMONTE AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,91,37.369597,-122.086317,"(37.369597,-122.086317)"
1St Flr  Micro @ 900 Alta Ave,"900 Alta Av,Mountain View, Ca 94043","900 ALTA AV,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.417961,-122.086102,"(37.417961,-122.086102)"
Google - 2Nd Floor,"1098 Alta Dr ,Mountain View, Ca 94043","1098 ALTA DR ,MOUNTAIN VIEW, CA 94043",94043,Pass,94,37.420056,-122.086002,"(37.420056,-122.086002)"
Frankie Johnny & Luigi Too,"939 W El Camino Real ,Mountain View, Ca 94040","939 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,60,37.386458,-122.085921,"(37.386458,-122.085921)"
Forum-Rancho San Antonio Retirement,"23500 Cristo Rey Dr ,Cupertino, Ca 95014","23500 CRISTO REY DR ,CUPERTINO, CA 95014",95014,Pass,93,37.336665,-122.085869,"(37.336665,-122.085869)"
Lhcf - Villa Siena Nursing Care,"1855 Miramonte Av,Mountain View, Ca 94040","1855 MIRAMONTE AV,MOUNTAIN VIEW, CA 94040",94040,Pass,97,37.370889,-122.085643,"(37.370889,-122.085643)"
Taco Bell #024786,"950 W El Camino Real ,Mountain View, Ca 94040","950 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,95,37.386898,-122.085564,"(37.386898,-122.085564)"
Eng'S Zongzi,"855 W El Camino Real ,Mountain View, Ca 94040","855 W EL CAMINO REAL ,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.386138,-122.085334,"(37.386138,-122.085334)"
Crittenden School,"1701 Rock St ,Mountain View, Ca 94040","1701 ROCK ST ,MOUNTAIN VIEW, CA 94040",94040,Pass,90,37.410945,-122.085302,"(37.410945,-122.085302)"
Chennai Kings,"856 W El Camino Real # A,Mountain View, Ca 94041","856 W EL CAMINO REAL # A,MOUNTAIN VIEW, CA 94041",94041,Pass,90,37.38673,-122.085039,"(37.38673,-122.085039)"
Google- 1685 Plymouth- Micro 1St,"1685 Plymouth St ,Mountain View, Ca 94043","1685 PLYMOUTH ST ,MOUNTAIN VIEW, CA 94043",94043,Pass,100,37.416413,-122.085019,"(37.416413,-122.085019)"
Graham Middle School,"1175 Castro St ,Mountain View, Ca 94040","1175 CASTRO ST ,MOUNTAIN VIEW, CA 94040",94040,Pass,89,37.381927,-122.084911,"(37.381927,-122.084911)"
Oh! Honey Snow Ice,"1030 Castro St # A,Mountain View, Ca 94040","1030 CASTRO ST # A,MOUNTAIN VIEW, CA 94040",94040,Pass,85,37.384851,-122.084657,"(37.384851,-122.084657)"
Via Services - Kitchen,"13851 Stevens Canyon Rd ,Cupertino, Ca 95014","13851 STEVENS CANYON RD ,CUPERTINO, CA 95014",95014,Pass,97,37.277243,-122.084633,"(37.277243,-122.084633)"
Theurkauf School,"1625 San Luis Av ,Mountain View, Ca 94040","1625 SAN LUIS AV ,MOUNTAIN VIEW, CA 94040",94040,Pass,86,37.405533,-122.084566,"(37.405533,-122.084566)"
Stevenson Elementary School,"750-B San Pierre Wy,Mountain View, Ca 94043","750-B SAN PIERRE WY,MOUNTAIN VIEW, CA 94043",94043,Pass,89,37.405521,-122.084436,"(37.405521,-122.084436)"
New Rose International Market - Deli,"801 W El Camino Real Unit B,Mountain View, Ca 94040","801 W EL CAMINO REAL UNIT B,MOUNTAIN VIEW, CA 94040",94040,Pass,86,37.385586,-122.084283,"(37.385586,-122.084283)"
Zume Pizza,"250-254 Polaris Av,Mountain View, Ca 94043","250-254 POLARIS AV,MOUNTAIN VIEW, CA 94043",94043,Pass,91,37.399146,-122.084201,"(37.399146,-122.084201)"
